loan_amnt,purpose,Zip Code,State,emp_length,label
20000, ,481xx,MI,4 years,0
5000,Buyan existing pet service business,631xx,MO,5 years,0
20000, ,770xx,TX,9 years,0
2500,xcopy loan,481xx,MI,3 years,0
5000,Buy an existing pet services business,631xx,MO,5 years,0
15000,Investing in my education,302xx,GA,< 1 year,0
25000,"Secured: Cash flow, rehab and consolidat",785xx,TX,4 years,0
5000,Trip to Japan ,275xx,SC,< 1 year,0
20000, ,028xx,RI,4 years,0
6000,credit cards,104xx,NY,7 years,0
8900, ,930xx,CA,2 years,0
25000,Get us through low season loan,954xx,CA,10+ years,0
1000,Short-term loan needed for student,954xx,CA,< 1 year,0
1650,Dental ,551xx,MN,10+ years,0
20000, ,770xx,TX,6 years,0
20000,Bridge Loan to Funding -- Repay 1/1/09,802xx,CO,2 years,0
6000,One monthly payment is what i need!,608xx,IL,1 year,0
2000,consolidation,456xx,OH,< 1 year,0
2500,christmas present for family,114xx,NY,< 1 year,0
7500,5625 mahogany,891xx,NV,6 years,0
25000,QHT Loan,840xx,UT,3 years,0
2500,Car financing,131xx,NY,< 1 year,0
3000,Computer purchase and debt payoff.,190xx,PA,8 years,0
4500, ,405xx,KY,1 year,0
8000,2nd yr medical student,112xx,NY,< 1 year,0
1500,My last resort,103xx,NY,10+ years,0
25000,Loan to Finish Building Home,486xx,MI,8 years,0
20000,Norman Regional Hospital,734xx,OK,< 1 year,0
6000,Scientific Research,605xx,IL,1 year,0
5000,"computer, debt, and personal",236xx,VA,< 1 year,0
7000,Business loan,112xx,NY,10+ years,0
17000,debt consolidation,178xx,PA,< 1 year,0
3000, ,327xx,FL,< 1 year,0
10000,personal loan,904xx,NY,10+ years,0
17000,Capital to start our business,846xx,UT,2 years,0
10000,One Monthly Payment,128xx,NY,1 year,0
6000,CONSOLIDATION,331xx,FL,2 years,0
3000,Debt Consolidation,782xx,TX,< 1 year,0
6000,Grossmont College Loan,919xx,CA,3 years,0
20000,"Debt Consolidation, car repairs",395xx,MS,1 year,0
2000,School,496xx,MI,< 1 year,0
2000,Consolidating Credit Card Debt,941xx,CA,< 1 year,0
6700,Debit free in four years.,920xx,CA,9 years,0
25000,Business Growth Loans,704xx,LA,10+ years,0
15000, ,021xx,MA,3 years,0
12000,Consolidation,544xx,WI,1 year,0
20000, ,757xx,TX,10+ years,0
9500,Consolidate credit cards!!!!,894xx,NV,1 year,0
25000,Pay off home equity line of credit,060xx,CT,2 years,0
11000,personal loan,286xx,SC,3 years,0
6000, ,334xx,FL,1 year,0
25000,Need Working Capital,730xx,OK,4 years,0
8000, ,607xx,IL,5 years,0
15000,Debt Consolidation,925xx,CA,2 years,0
7500, ,765xx,TX,2 years,0
2000,I need to get rid of my debt,551xx,MN,< 1 year,0
9000,Student Loan,727xx,AR,< 1 year,0
9083, ,917xx,CA,< 1 year,0
5000,holiday,946xx,CA,10+ years,0
5000,Loan for mexcio,543xx,WI,< 1 year,0
2000, ,397xx,MS,1 year,0
25000,one payment,781xx,TX,10+ years,0
23500,$23500 to Consolidate Debt,405xx,KY,1 year,0
25000,Expansion of Landscape company,410xx,KY,3 years,0
6500,Paying Off 2 High Interest Cards,363xx,AL,1 year,0
15000,student loan,791xx,TX,< 1 year,0
1500, ,666xx,KS,10+ years,0
6000, ,531xx,WI,1 year,0
4500,moving loan,112xx,NY,10+ years,0
15000, ,640xx,MO,3 years,0
15000,Working Hard to Fulfill Responsibilities,762xx,TX,1 year,0
10000,Pay Off Credit,953xx,CA,10+ years,0
2000,I need to get into Grad School,947xx,CA,2 years,0
15000, ,658xx,MO,3 years,0
2500,Internet,441xx,OH,10+ years,0
8000,Car Loan,130xx,NY,< 1 year,0
20000,Educational Loan,200xx,DC,< 1 year,0
15000, ,639xx,MO,4 years,0
21000, ,751xx,TX,2 years,0
1000,Tires needed before BLOW OUT!!!!!!,624xx,IL,9 years,0
2500,community college for daughter,397xx,MS,3 years,0
5000,Single mom of 4 needs help badly:(,194xx,PA,1 year,0
7000,car pay off,211xx,MD,< 1 year,0
14500,Consolidating on debt into one payment,908xx,CA,1 year,0
20000,Invest in family business,178xx,PA,7 years,0
25000,Looking forward to Retirement ,480xx,MI,< 1 year,0
4000,"Upgrading job, moving to a new city",265xx,WV,2 years,0
6800, ,442xx,OH,7 years,0
6000,High Credit card interest rate,140xx,NY,4 years,0
20000, ,117xx,NY,< 1 year,0
2500,Inprove credit by paying off debt,606xx,IL,< 1 year,0
15000,Please help me get my power back!,442xx,OH,2 years,0
5000,Daughter's College Dream!,895xx,NV,6 years,0
8000,EDUCATION LOAN,631xx,MO,3 years,0
25000,If your're in a hole- Stop Digging!,804xx,CO,3 years,0
20000,need help financially,366xx,AL,4 years,0
15000, ,816xx,CO,2 years,0
5000,Nick's Helper Loan,531xx,WI,1 year,0
5000,Personal Loan,770xx,TX,5 years,0
15000, ,236xx,VA,5 years,0
5000,Personal Loan,770xx,TX,1 year,0
15000,Need to pay back debt ,009xx,AK,10+ years,0
10000,Credit Card,481xx,MI,2 years,0
3000,amyreallyneedsthisloan,286xx,SC,7 years,0
25000,I need help...,891xx,NV,< 1 year,0
12750,Help Me Take the Next Step,945xx,CA,1 year,0
5000,Music Studio Equipment Costs,863xx,AZ,< 1 year,0
16000, ,180xx,PA,2 years,0
10000,chase is no help,411xx,KY,1 year,0
2000,Debt Consolidation Loan,974xx,OR,8 years,0
25000,My MBA,762xx,TX,6 years,0
12000,R.V.,988xx,WA,2 years,0
3500,Expense account pay-off,750xx,TX,3 years,0
3000,Catching up,558xx,MN,5 years,0
10000,Debt Consolidation After Medical Scare,970xx,OR,2 years,0
4000,paying off my debt,360xx,AL,< 1 year,0
3000,get out of debt,945xx,CA,4 years,0
7000,Overcoming Financial Hardships,064xx,CT,1 year,0
10000,get money,932xx,CA,2 years,0
10000,Need loan to consolidate- purchase home,658xx,MO,< 1 year,0
4500,Porcelain for my my Dental Lab,975xx,OR,4 years,0
25000,$25K for rehabbing homes,333xx,FL,9 years,0
5000,Final debt consolidation,537xx,WI,4 years,0
2000,Personal Loan,028xx,RI,< 1 year,0
24050,Consistent Full time Working Couple ,895xx,NV,3 years,0
2800,navigation,013xx,MA,10+ years,0
10000, ,570xx,SD,10+ years,0
22500, ,902xx,CA,4 years,0
18000, ,115xx,NY,< 1 year,0
2000,Single Mother Of Two In Need Of A Car,063xx,CT,4 years,0
25000,gamers haven,484xx,MI,2 years,0
16000,Business expansion,900xx,CA,4 years,0
2000,Repiping Basement,810xx,CO,< 1 year,0
15000, ,300xx,GA,1 year,0
3500, ,445xx,OH,6 years,0
5000,3D Display Content Development,902xx,CA,1 year,0
2900,Looking to consolodate debt,528xx,IL,3 years,0
11000,Business and personal,076xx,NJ,3 years,0
8000,Personal Loan,933xx,CA,8 years,0
5000,Military Moving to Alaska,995xx,AK,< 1 year,0
15400, ,921xx,CA,8 years,0
1400,Debt and tution for education,114xx,NY,3 years,0
5000,College student expenses,748xx,OK,2 years,0
10000,Equity,487xx,MI,3 years,0
2000,personal,265xx,WV,< 1 year,0
15000,Buy A Home and Start My Family,113xx,NY,5 years,0
5000,EXPENSES,100xx,NY,6 years,0
15000,RAW LIC ,284xx,SC,6 years,0
6000,personal loan,444xx,OH,< 1 year,0
5000,personal,196xx,PA,5 years,0
7000,Personal Loan,302xx,GA,3 years,0
3000, ,112xx,NY,8 years,0
3600,Need Money ,447xx,OH,5 years,0
4000,Personal ,333xx,FL,1 year,0
3500,Consolidating bills,082xx,NJ,10+ years,0
4000,personal,300xx,GA,< 1 year,0
2500,87 Toyota Supra,105xx,NY,< 1 year,0
10000,my 1/2,146xx,NY,4 years,0
8000,Post divorce troubles,941xx,CA,< 1 year,0
10000,I want to pay my credit cards off ,554xx,MN,5 years,0
1500,school moey,391xx,MS,< 1 year,0
4000,debt help,350xx,AL,2 years,0
2000, ,073xx,NJ,1 year,0
1500, ,714xx,LA,1 year,0
25000,Medical,721xx,AR,< 1 year,0
20000,Loan for my grandchildren,860xx,AZ,8 years,0
5300,Brien Private Finance LLC Expansion Loan,152xx,PA,< 1 year,0
5000,Credit debt,717xx,AR,3 years,0
7000,pay debt,191xx,PA,3 years,0
17000,Refinancing Truck Loan,600xx,IL,1 year,0
2000,Expense Consolidation,853xx,AZ,3 years,0
5000,TO BATTER MYSELF IN LIFE,291xx,SC,5 years,0
15000,Buying sedan for limo business,336xx,FL,1 year,0
10000,Hendrika L. Puls,932xx,CA,3 years,0
15200, ,038xx,NH,2 years,0
1000,Away from home and terribly missed,261xx,WV,< 1 year,0
25000,Bridge loan till beginning of new year,920xx,CA,10+ years,0
5500,Looking to pay down some cc debt,201xx,VA,< 1 year,0
12000,personal loan,953xx,CA,5 years,0
16000,need help to get back on my feet,334xx,FL,< 1 year,0
25000,retirement dream,085xx,NJ,10+ years,0
4500,Nursing School Student ,454xx,OH,< 1 year,0
6000,Getting Back On My Feet,481xx,MI,< 1 year,0
25000,Personal Loan to fix credit,850xx,AZ,1 year,0
10000,Necessary Equipment Acquisition,750xx,TX,< 1 year,0
3500, ,752xx,TX,1 year,0
20000,Consolidate Credit Card Debts,945xx,CA,9 years,0
4000,Business loan,917xx,CA,1 year,0
25000,First Mortgage note,027xx,MA,10+ years,0
6000,Home improvement,064xx,CT,1 year,0
6000,getting a Fresh start and fast,217xx,MD,1 year,0
18000,Bridge Financing Loan,554xx,MN,8 years,0
10000,consolidation,857xx,AZ,10+ years,0
10000,Pay off daughter's car loan,565xx,MN,3 years,0
5000,Hardworking person wants to payoff debt,080xx,NJ,1 year,0
20000, ,104xx,NY,1 year,0
5000,Car Loan,750xx,TX,< 1 year,0
6500,student loan,330xx,FL,< 1 year,0
15000,tyson,668xx,KS,1 year,0
25000,S.O.S. NEED A HOME,875xx,NM,< 1 year,0
4000,mortgage refi,925xx,CA,< 1 year,0
9500,Pay Off CC's,907xx,CA,2 years,0
3500,Debt Consolidation,840xx,UT,3 years,0
20000,Payoff outstanding debt balances,925xx,CA,4 years,0
25000,JPM,932xx,CA,10+ years,0
2000, ,622xx,IL,10+ years,0
10000,Rock and a Hard Place,988xx,WA,2 years,0
5000,Debt Consolidation,458xx,OH,5 years,0
5000,Debt Consolidation,871xx,NM,1 year,0
3000, ,128xx,NY,1 year,0
15000,Get rid of high interest credit cards,615xx,IL,3 years,0
25000,Great buying oppurtunity,902xx,CA,4 years,0
15000,turn 7 payments into one,344xx,FL,9 years,0
5000,Help to lower high rates of interest,329xx,FL,3 years,0
10000,Short-term Bridge Loan,852xx,AZ,< 1 year,0
24000,BackYard,926xx,CA,< 1 year,0
5000, ,530xx,WI,< 1 year,0
2000,Bill paying Money,207xx,MD,< 1 year,0
10000,Advertising of Tax Forms Business,356xx,AL,9 years,0
10000,Home Down Payment,921xx,CA,< 1 year,0
10000, ,776xx,TX,2 years,0
15000, ,800xx,CO,7 years,0
9500, ,670xx,KS,3 years,0
25000,Help further expand my business!,142xx,NY,2 years,0
11000, ,721xx,AR,4 years,0
10000,Credit card debt consolidation,953xx,CA,< 1 year,0
12000,Consolidate,156xx,PA,3 years,0
10000,school taxes,120xx,NY,< 1 year,0
12500, ,431xx,OH,3 years,0
2500,Emergency Loan Nov2008,805xx,CO,< 1 year,0
2600, ,956xx,CA,3 years,0
2000,Personal Loan,959xx,CA,10+ years,0
4500,Want to get things right,775xx,TX,6 years,0
5000,Loan for Laptop & Camcorder,906xx,CA,< 1 year,0
1225,Emergency,973xx,OR,4 years,0
5000,consolidate high-interest debt/wedding,076xx,NJ,1 year,0
2500,bills and dental work,786xx,TX,10+ years,0
5000, ,606xx,IL,< 1 year,0
8000,Need Help,460xx,IL,1 year,0
5000,Home,240xx,VA,< 1 year,0
17000,loan A,908xx,CA,7 years,0
25000,Vision Minstries,946xx,CA,3 years,0
5000,Consolidate a car loan and credit card,870xx,NM,2 years,0
11000, ,920xx,CA,10+ years,0
2625, ,063xx,CT,< 1 year,0
20000,Expensive wedding = CC Debt,606xx,IL,3 years,0
3100,personnal,983xx,WA,< 1 year,0
25000,Business acquisition,981xx,WA,< 1 year,0
6000,Upside-down and Overcoming Hardships,064xx,CT,1 year,0
12000,pay off high interest personal loans,914xx,CA,10+ years,0
6000,Satellite company business loan,301xx,GA,< 1 year,0
21000, ,711xx,LA,4 years,0
14000,truck and credit card loan,028xx,RI,< 1 year,0
6000,debt consolidation ,940xx,CA,8 years,0
7000, ,295xx,SC,5 years,0
5000,i need a loan,189xx,PA,< 1 year,0
10000,Personal Education Loan,179xx,PA,< 1 year,0
5000,Moving into our first home~~,976xx,OR,< 1 year,0
6500, ,104xx,NY,2 years,0
6000,personal loan,921xx,CA,1 year,0
25000,To pay closed high interest credit cards,980xx,WA,4 years,0
8000,Eliminate debt for a better future,803xx,CO,1 year,0
10000,refinance,953xx,CA,< 1 year,0
22000,My Consolidation Loan,054xx,VT,10+ years,0
25000,Consolidating Credit Cards,402xx,KY,1 year,0
4000,Buisness Loan,900xx,CA,< 1 year,0
1000,deployment,136xx,NY,4 years,0
12000,costanice,068xx,CT,7 years,0
7000,Eliminating Entire Credit Card Debt,920xx,CA,< 1 year,0
10000, ,553xx,MN,1 year,0
22000,credit fix,852xx,AZ,9 years,0
4500,Personal Auto loan,860xx,AZ,4 years,0
10000,Medical,953xx,CA,2 years,0
18000,Payoff High Interest Debt,352xx,AL,10+ years,0
20000,erkan oytun,928xx,CA,2 years,0
20000, ,720xx,AR,9 years,0
3000,freight brokering,782xx,TX,2 years,0
5000,Loan to Consolidate old debts,605xx,IL,2 years,0
25000,Help Me Get a HIGHER Education,206xx,MD,2 years,0
10000,Starting a Chinese Restaurant,988xx,WA,4 years,0
3000,Want to raise credit score,986xx,WA,< 1 year,0
15000,"Consolidate finances, extra reserves",787xx,TX,4 years,0
6000,Medical,347xx,FL,10+ years,0
5000,Pay off medical bills,970xx,OR,3 years,0
7500,need loan,486xx,MI,2 years,0
10000, ,754xx,TX,< 1 year,0
10000,Need to reduce CC interest,959xx,CA,< 1 year,0
7500,Car loan,606xx,IL,4 years,0
4000,debt consolidation/home repairs,120xx,NY,7 years,0
5000,need help,190xx,PA,3 years,0
1000,pay of credit card,970xx,OR,< 1 year,0
3000,Personal Loan,068xx,CT,< 1 year,0
3000, ,784xx,TX,10+ years,0
9000, ,113xx,NY,1 year,0
6500,personal loan,300xx,GA,5 years,0
10000,PERSONAL LOAN,335xx,FL,2 years,0
5000,WEDDING,784xx,TX,10+ years,0
3000,Parent funding auto 4 college student,493xx,MI,1 year,0
20000,Help out with getting rid of credit card,453xx,OH,4 years,0
6000,Need Help Buying A Car,480xx,MI,7 years,0
15000,need money,100xx,NY,5 years,0
25000,buy home,841xx,UT,9 years,0
5000,Unexpected Expenses ,786xx,TX,4 years,0
20000,EDUCATION LOAN,879xx,NM,< 1 year,0
2000,Unexpected expenses ,786xx,TX,2 years,0
3000,Payoff Medical Expenses,430xx,OH,10+ years,0
15000,Debt Consolidation :),119xx,NY,10+ years,0
12000,investing in arbory business,814xx,CO,4 years,0
5000,personal loan,443xx,OH,4 years,0
4000,our wedding expenses.,731xx,OK,< 1 year,0
15000,private student loan,544xx,WI,3 years,0
15000,to improve my home,349xx,FL,3 years,0
5000,education,483xx,MI,< 1 year,0
16500,refinance,841xx,UT,4 years,0
2600,Please Help Me Save My Home!!,482xx,MI,1 year,0
25000,Major purchase,334xx,FL,7 years,0
25000,King Distributing,594xx,MT,10+ years,0
20000,credit card debt,954xx,CA,< 1 year,0
8000,Wedding,309xx,GA,4 years,0
1000,Debt,958xx,CA,< 1 year,0
2800,college loan,100xx,NY,< 1 year,0
3000,help,366xx,AL,5 years,0
3000,SCHOOL,752xx,TX,4 years,0
2500,Student needs help,660xx,KS,1 year,0
2500,personal loan,186xx,PA,3 years,0
20000,Consolidate my high interest cc debt,803xx,CO,5 years,0
2000,consolidate debt,704xx,LA,1 year,0
4000,Eduation Student Loan for College,705xx,LA,< 1 year,0
1500,Cancer ,500xx,IL,< 1 year,0
6000,need a loan,801xx,CO,9 years,0
2000,Bad Credit Loan,273xx,SC,10+ years,0
22000,Helping Grandma Keep Her House,891xx,NV,2 years,0
10000,SchoolLoan,244xx,VA,< 1 year,0
15000,Needbailout,752xx,TX,10+ years,0
15000, ,111xx,NY,1 year,0
7000,Needed Investments,503xx,IL,3 years,0
20000,Abetement,800xx,CO,1 year,0
8500,Trying to go more green,034xx,NH,1 year,0
4000,Personal Loan,301xx,GA,1 year,0
25000,Refinancing credit card debt,752xx,TX,10+ years,0
10000,Advertising for Tax Form Business,356xx,AL,10+ years,0
1500,Paul's New Kitchen,020xx,MA,10+ years,0
25000,Expansion Loan,088xx,NJ,1 year,0
25000,Business Property,142xx,NY,10+ years,0
10000,Final step to get out of debt ,853xx,AZ,4 years,0
10000,consolidate credit card-never was late,253xx,WV,1 year,0
2000,Consolidating Debt,775xx,TX,< 1 year,0
19000, ,785xx,TX,1 year,0
5000,Laser Eye Surgery/paying mortgage,900xx,CA,< 1 year,0
15000,update basement loan,535xx,WI,10+ years,0
1000,Need Down Payment for Major Dental Work,981xx,WA,< 1 year,0
11000, ,953xx,CA,2 years,0
6000,pay off bills,806xx,CO,< 1 year,0
11000,Purchase Business with 50% ROI,846xx,UT,1 year,0
1000,The Loan,631xx,MO,1 year,0
1500,unexpected law school expenses!,921xx,CA,< 1 year,0
3000,Getting out of a high interest card,100xx,NY,6 years,0
1000,We need a little HeLp,633xx,MO,< 1 year,0
15000,personal loan,925xx,CA,10+ years,0
6000,pay off store cards,983xx,WA,7 years,0
11000,Business Purchase with 50% ROI,846xx,UT,1 year,0
8313, ,770xx,TX,< 1 year,0
12000, ,197xx,DE,3 years,0
7000,Student loan,441xx,OH,< 1 year,0
5000,Need to consolidate debt ,958xx,CA,5 years,0
5000,Medical expenses and college loans,458xx,OH,< 1 year,0
3000, ,770xx,TX,2 years,0
7500, ,132xx,NY,< 1 year,0
15000,Finish Home Improvement,070xx,NJ,5 years,0
2000,First come first to make money.,600xx,IL,2 years,0
4250,Paying off Bank of America cc,114xx,NY,2 years,0
24900,business loan,940xx,CA,2 years,0
25000,The Club Registry Magazine Business Loan,327xx,FL,6 years,0
20000,howlett,972xx,OR,6 years,0
15000,Education,530xx,WI,< 1 year,0
16000,Purchasing a landscaping business,337xx,FL,2 years,0
5000,Moving Home!,295xx,SC,< 1 year,0
12000,In need of help,722xx,AR,10+ years,0
25000,Business loan,928xx,CA,4 years,0
20000, ,740xx,OK,5 years,0
10000,Student Loan,488xx,MI,2 years,0
13000,getting a loan!,117xx,NY,1 year,0
12000,Need a hand getting up on my feet,142xx,NY,1 year,0
13000,Clean Slate,631xx,MO,6 years,0
20000,Operating Capital,324xx,FL,< 1 year,0
5000,Wedding of My Dreams,488xx,MI,1 year,0
2000,Refiance credit cards,088xx,NJ,< 1 year,0
10000,for marrage,112xx,NY,10+ years,0
25000,Loan Needed for Bill Reduction,335xx,FL,10+ years,0
4000,Eldorado Biarritz,983xx,WA,10+ years,0
1500,Get out of Debt,325xx,FL,< 1 year,0
10000,Expanding New Business/ preparing to LLC,745xx,OK,< 1 year,0
15000,Investing in education,802xx,CO,1 year,0
6000, ,531xx,WI,< 1 year,0
10000,Serious about being debt free.,442xx,OH,< 1 year,0
8000, ,344xx,FL,2 years,0
9000,consolidation,191xx,PA,1 year,0
25000,consolidation,750xx,TX,< 1 year,0
10000,Consolidate Debt to get back on Track ,622xx,IL,4 years,0
25000,"New Business, Need Help to get started",232xx,VA,2 years,0
7000,Return to Supplemental Self-Employment,433xx,OH,2 years,0
20000,my loan,549xx,WI,10+ years,0
15000,Cancer is Urgent !,080xx,NJ,2 years,0
20000,Startup Funds for Unique Business 18%,212xx,MD,2 years,0
10000,personal,900xx,CA,1 year,0
5000,"Buy, hold, sell websites",700xx,LA,1 year,0
4000,personal,672xx,KS,3 years,0
3000,Gene's daughter's  wedding,486xx,MI,3 years,0
13500,Consolidating Debt,891xx,NV,10+ years,0
12000,Consolidating all debt into one payment,908xx,CA,2 years,0
5000, ,956xx,CA,10+ years,0
10000,Debt Consolidation,853xx,AZ,2 years,0
8000,Help till i get back on my feet,808xx,CO,< 1 year,0
20000, ,968xx,HI,7 years,0
9000,lower the interest rates on my bills  ,337xx,FL,3 years,0
4000,Moe!!,460xx,IL,1 year,0
5500,Navy Pay Issue ,335xx,FL,10+ years,0
10000,auto refinance,115xx,NY,< 1 year,0
24000, ,087xx,NJ,8 years,0
2000,Helpmeoutbygivingmechancetobuildmycredit,286xx,NY,10+ years,0
8500,personal,361xx,AL,10+ years,0
4000,need a car for work,302xx,GA,10+ years,0
20000,Consolidate Debt,330xx,FL,4 years,0
1000,Dental Emergency & Medical Emergency,303xx,GA,< 1 year,0
5000,Credit Card Debt,600xx,IL,8 years,0
20000,Personal,387xx,MS,10+ years,0
5000,Personal Loan,238xx,VA,7 years,0
20000,Pay off,727xx,AR,6 years,0
18000, ,328xx,FL,4 years,0
8500, ,633xx,MO,4 years,0
10000, ,031xx,NH,5 years,0
1000,personal,066xx,CT,5 years,0
20000,Personal and business loan,721xx,AR,4 years,0
8000,Student Purposes,142xx,NY,1 year,0
5000,Holiday loan,782xx,TX,10+ years,0
15000,Branson's BBQ needs a jumpstart,549xx,WI,1 year,0
3000,Need to consolidate debt,356xx,AL,3 years,0
2000,Personal Expense Loan,977xx,OR,10+ years,0
3000,Personal loan ,104xx,NY,3 years,0
5500,Consolidate my debt,971xx,OR,1 year,0
5000,wife had baby and went to in laws,315xx,GA,8 years,0
2500,Church Loan,752xx,TX,8 years,0
5000,need help & dont have the "best" credit,722xx,AR,1 year,0
10000,10 year anniversery,891xx,NV,10+ years,0
10000, ,021xx,MA,9 years,0
2500,Bill consolidation,324xx,FL,1 year,0
3600,Car Down Payment,117xx,NY,1 year,0
10000,Emergency Loan needed,850xx,AZ,10+ years,0
25000,rebuild,190xx,PA,5 years,0
1000,personal,336xx,FL,< 1 year,0
5000,personal loan,973xx,OR,3 years,0
7000,Student in Need ,021xx,MA,1 year,0
10000,Take my firm to the next level,236xx,VA,< 1 year,0
12000,Need a very short term loan!!!,606xx,IL,3 years,0
10000,Seagraves House,793xx,TX,< 1 year,0
20000,Fun and Function,190xx,PA,3 years,0
12000,Debt consolidation,750xx,TX,10+ years,0
1000,consolidate,780xx,TX,< 1 year,0
2500,need a car,551xx,MN,1 year,0
3000,emergency loan,919xx,CA,2 years,0
4000,Student Loan,322xx,FL,1 year,0
5000, ,960xx,CA,1 year,0
8000, ,113xx,NY,1 year,0
15000,I NEED A LOAN DESPERATELY!!,321xx,FL,< 1 year,0
2600,Student loan,146xx,NY,< 1 year,0
6000,mortage help and property taxes,549xx,WI,3 years,0
8000,A car for me and my baby,372xx,KY,6 years,0
7000,PERSONAL LOAN,209xx,MD,10+ years,0
7000,Personal Loan,841xx,UT,< 1 year,0
